1,1950,2,0.0876712328767123,5731157557.81971,2658207095.28919,2668540282.75247,3554897323.28712,4646744497.07162,9858394033.30125,2504984196.98608
1,1950,3,0.246575342465753,4471068988.70431,1982337831.55679,2012067121.62941,2691447574.07634,3519249885.71772,7801853068.79121,1977521763.03894
1,1951,2,0.0876712328767123,5942791033.1435,2615876425.64124,2658034019.01168,3559086293.83208,4655394811.62316,10397615352.0693,2634957584.04456
1,1951,3,0.246575342465753,4636171388.86445,1950770054.90501,2004145447.00428,2694619084.69557,3525801272.07351,8228588446.4174,2080127281.20279
1,1952,2,0.0876712328767123,6065657229.00361,2517322037.88238,1395351338.50211,3484161280.92327,4655646432.73657,10735979888.3625,2712879886.88103
1,1952,3,0.246575342465753,4732023445.36928,1877273865.81331,1052088503.01703,2637892623.73422,3525991839.37824,8496367395.69974,2141641860.76407
1,1953,2,0.0876712328767123,6138714536.24004,2472898441.69338,1110201321.06246,3435004238.4777,4655550337.69853,10948726323.2677,2761165679.83656
1,1953,3,0.246575342465753,4789017910.70855,1844145305.02686,837086699.023057,2600675345.53825,3525919061.01656,8664733198.53062,2179760347.31182
1,1954,2,0.0876712328767123,6348804563.62989,2451058698.40088,1327757719.26478,3454713563.22971,4667385637.88369,11490232827.211,2890602989.13845
1,1954,3,0.246575342465753,4952916215.16488,1827858481.68757,1001123224.44193,2615597468.30759,3534882622.24751,9093277053.16751,2281942667.02532
1,1955,2,0.0876712328767123,6575599349.36119,2435112022.56728,1635784636.47673,3485910091.77409,4679658015.41328,12083742884.5078,3032669807.90559
1,1955,3,0.246575342465753,5129846464.08109,1815966368.82378,1233374105.83382,2639216665.55425,3544177207.57402,9562976098.08674,2394095161.34275
1,1956,2,0.0876712328767123,6771697827.79929,2399766224.29969,1486622154.13671,3489179642.26341,4688170167.08407,12614804357.9398,3158496959.47492
1,1956,3,0.246575342465753,5282829490.08087,1789607507.16225,1120906278.97103,2641692074.24614,3550623955.14396,9983253840.30488,2493427496.81573
1,1957,2,0.0876712328767123,6925449514.76918,2365978234.36998,1317014509.48479,3477277932.90194,4693617977.26272,13047506550.3126,3259854410.68567
1,1957,3,0.246575342465753,5402776358.16759,1764410369.28363,993022893.591084,2632681173.54348,3554749898.66435,10325690845.362,2573442598.65013
1,1958,2,0.0876712328767123,7114977659.39194,2337998873.49998,1312246548.18335,3478842549.83103,4701849703.53091,13573068122.8899,3383556589.22912
1,1958,3,0.246575342465753,5550633645.52366,1743544972.58309,989427872.66004,2633865760.34169,3560984263.76595,10741616010.6577,2671097406.41272
1,1959,2,0.0876712328767123,7333987621.44631,2316230627.17977,1442206062.8939,3493505342.93049,4711879269.23575,14181232043.6983,3527152810.70241
1,1959,3,0.246575342465753,5721490691.36121,1727311467.57001,1087416750.09317,2644967104.57974,3568580237.24433,11222912004.2911,2784457264.48898
1,1960,2,0.0876712328767123,7556906994.00617,2289581552.76003,1453103331.33811,3503509109.68977,4721313717.23852,14811772866.1836,3675524900.09727
1,1960,3,0.246575342465753,5895397599.97061,1707438121.92593,1095633240.46954,2652541054.35305,3575725493.47188,11721916896.3949,2901587359.02566
1,1960,6,0.915068493150685,5200021436.22396,1472106873.96591,949895329.333334,2304504623.16499,3107074360.44385,10414445398.1051,2574717559.66782
1,1950,2,0.0876712328767123,5731157557.81971,2658207095.28919,2668540282.75247,3554897323.28712,4646744497.07162,9858394033.30125,2504984196.98608
1,1950,3,0.246575342465753,4471068988.70431,1982337831.55679,2012067121.62941,2691447574.07634,3519249885.71772,7801853068.79121,1977521763.03894
1,1951,2,0.0876712328767123,5942791033.1435,2615876425.64124,2658034019.01168,3559086293.83208,4655394811.62316,10397615352.0693,2634957584.04456
1,1951,3,0.246575342465753,4636171388.86445,1950770054.90501,2004145447.00428,2694619084.69557,3525801272.07351,8228588446.4174,2080127281.20279
1,1952,2,0.0876712328767123,6072468446.83591,2592149892.80501,2651063241.00802,3561637300.09469,4661150822.2852,10737015890.0801,2715912178.57651
1,1952,3,0.246575342465753,4737337105.74557,1933076172.53736,1998889512.39314,2696550476.51721,3530160633.74647,8497187279.05524,2144035657.43029
1,1953,2,0.0876712328767123,6150585249.62037,2560261905.20663,1525640660.89619,3548348349.81756,4664236021.51778,10950223640.9648,2765347455.88687
1,1953,3,0.246575342465753,4798278653.92371,1909295947.02351,1150326053.92936,2686489282.13303,3532497234.57604,8665918163.6102,2183061586.9594
1,1954,2,0.0876712328767123,6359928645.74439,2523396393.71573,1491547187.26754,3554864966.61633,4675080627.61547,11491632124.118,2894449887.20616
1,1954,3,0.246575342465753,4961594486.18923,1881803770.72257,1124619731.34029,2691423076.52403,3540710485.55078,9094384445.38892,2284979542.33105
1,1955,2,0.0876712328767123,6584876440.6883,2489899244.29023,1689902434.70445,3564369253.24429,4685695480.93419,12084913042.0692,3035983316.39829
1,1955,3,0.246575342465753,5137083835.40086,1856823524.94971,1274178677.23667,2698618864.99887,3548749731.38243,9563902151.28884,2396710960.34228
1,1956,2,0.0876712328767123,6781260254.71768,2463458004.45776,1924892794.76555,3572716374.04572,4694458486.65277,12616088992.983,3162171002.30975
1,1956,3,0.246575342465753,5290289461.30312,1837105170.37679,1451360329.8558,2704938551.89513,3555386465.3137,9984270490.05741,2496327914.18082
1,1957,2,0.0876712328767123,6936728533.50706,2438202784.5364,1743614316.85028,3574164261.61882,4700974487.02611,13049014769.4582,3264139775.38764
1,1957,3,0.246575342465753,5411575500.4688,1818271281.18014,1314677189.77739,2706034761.75488,3560321411.39986,10326884437.7595,2576825614.78688
1,1958,2,0.0876712328767123,7127006276.55029,2408836270.91756,1625913067.55895,3577862933.82423,4709408595.60898,13574673018.7935,3388085450.70637
1,1958,3,0.246575342465753,5560017574.79295,1796371425.8112,1225930988.19128,2708835062.7001,3566709052.39994,10742886112.2572,2674672647.38383
1,1959,2,0.0876712328767123,7345577187.16232,2378564454.1004,1643536507.70719,3584103008.79287,4718825713.53935,14182789063.303,3531535926.24305
1,1959,3,0.246575342465753,5730532101.81671,1773796447.43086,1239218981.15188,2713559484.56353,3573841183.55566,11224144216.976,2787917448.54201
1,1960,2,0.0876712328767123,7568326114.84676,2350769420.25259,1753706787.81443,3591334447.58091,4728008973.82235,14813352938.8502,3679969773.05131
1,1960,3,0.246575342465753,5904306040.63963,1753068511.21266,1322286866.54869,2719034477.68236,3580796200.71269,11723167353.0861,2905096296.53159
1,1960,6,0.915068493150685,5207879105.13546,1511448158.94024,1146400156.71224,2362273531.66915,3111480477.32447,10415556377.9089,2577831208.12793
1,1950,2,0.0876712328767123,5731157557.81971,2658207095.28919,2668540282.75247,3554897323.28712,4646744497.07162,9858394033.30125,2504984196.98608
1,1950,3,0.246575342465753,4471068988.70431,1982337831.55679,2012067121.62941,2691447574.07634,3519249885.71772,7801853068.79121,1977521763.03894
1,1951,2,0.0876712328767123,5942791033.1435,2615876425.64124,2658034019.01168,3559086293.83208,4655394811.62316,10397615352.0693,2634957584.04456
1,1951,3,0.246575342465753,4636171388.86445,1950770054.90501,2004145447.00428,2694619084.69557,3525801272.07351,8228588446.4174,2080127281.20279
1,1952,2,0.0876712328767123,6071639452.76051,2588799979.75974,2643355776.93743,3558247110.88352,4660360849.21048,10736787728.1146,2715625560.93622
1,1952,3,0.246575342465753,4736690379.55371,1930578000.22647,1993078119.86974,2693983731.06769,3529562341.18816,8497006713.52654,2143809391.48337
1,1953,2,0.0876712328767123,6150206393.22991,2572101490.62003,2622233121.75229,3556149524.9348,4663582888.66666,10949942625.9083,2765754899.30043
1,1953,3,0.246575342465753,4797983095.29677,1918125228.27722,1977151734.83661,2692395628.20573,3532002579.07839,8665695770.57394,2183383236.97958
1,1954,2,0.0876712328767123,6358975734.02383,2532144092.97303,2588055063.63128,3559668580.61314,4674184046.12353,11491334800.3626,2894617647.09912
1,1954,3,0.246575342465753,4960851087.66985,1888327301.26598,1951381635.92865,2695059939.71944,3540031452.23724,9094149145.78073,2285111977.83292
1,1955,2,0.0876712328767123,6582336645.11544,2482974896.94489,1211232491.47611,3554240521.44112,4684366802.48459,12084607543.0837,3035146582.68801
1,1955,3,0.246575342465753,5135102455.35522,1851659745.3007,913263737.669579,2690950302.96713,3547743445.90991,9563660381.86979,2396050413.61151
1,1956,2,0.0876712328767123,6777601674.55791,2450113588.13024,1174720674.4959,3556260359.4865,4692710673.05285,12615711999.6156,3160778515.85782
1,1956,3,0.246575342465753,5287435279.72985,1827153672.85315,885733995.296319,2692479542.13015,3554062744.41283,9983972140.56455,2495228636.88129
1,1957,2,0.0876712328767123,6933052117.879,2429602839.30107,1421473951.37873,3561408030.89047,4699204924.94427,13048583803.2224,3262870952.24599
1,1957,3,0.246575342465753,5408707404.84618,1811857937.08084,1071784833.19417,2696376894.55762,3558981219.10863,10326543374.5763,2575823961.61115
1,1958,2,0.0876712328767123,7123107123.11685,2400895759.85872,1669337263.05839,3565838022.73194,4707605902.29837,13574212622.4518,3386693890.71037
1,1958,3,0.246575342465753,5556975713.90837,1790449849.76028,1258672632.23253,2699730884.7606,3565343767.90208,10742521758.327,2673574101.46088
1,1959,2,0.0876712328767123,7341509715.01887,2368948342.81231,1446989989.82857,3570521290.70319,4717024186.07542,14182324989.4388,3530014990.64534
1,1959,3,0.246575342465753,5727358929.83888,1766625305.18516,1091023809.03838,2703276632.8016,3572476782.02131,11223776952.6844,2786716769.01347
1,1960,2,0.0876712328767123,7563813714.86651,2338001494.82367,1311425291.08647,3574775818.66678,4726092441.32135,14812863847.4451,3678138533.048
1,1960,3,0.246575342465753,5900785765.47483,1743546927.41541,988808648.579474,2706497777.58444,3579344699.1745,11722780290.1155,2903650651.89868
1,1960,6,0.915068493150685,5204774054.79612,1503238907.44294,857280230.460628,2351381755.54094,3110219216.29598,10415212488.2355,2576548418.34398
1,1950,2,0.0876712328767123,5731157557.81971,2658207095.28919,2668540282.75247,3554897323.28712,4646744497.07162,9858394033.30125,2504984196.98608
1,1950,3,0.246575342465753,4471068988.70431,1982337831.55679,2012067121.62941,2691447574.07634,3519249885.71772,7801853068.79121,1977521763.03894
1,1951,2,0.0876712328767123,5942791033.1435,2615876425.64124,2658034019.01168,3559086293.83208,4655394811.62316,10397615352.0693,2634957584.04456
1,1951,3,0.246575342465753,4636171388.86445,1950770054.90501,2004145447.00428,2694619084.69557,3525801272.07351,8228588446.4174,2080127281.20279
1,1952,2,0.0876712328767123,6072178478.28777,2591107161.2249,2648812095.02437,3560583824.8618,4660867022.36611,10736926570.8683,2715815470.12895
1,1952,3,0.246575342465753,4737110891.51744,1932298563.34992,1997192158.65673,2695752880.10245,3529945695.56051,8497116592.55559,2143959312.41384
1,1953,2,0.0876712328767123,6151371689.98438,2577412958.01104,2642247732.10745,3561677985.69949,4664537716.29333,10950153655.3144,2766201636.9802
1,1953,3,0.246575342465753,4798892182.53246,1922086214.90198,1992242659.15509,2696581279.98701,3532725725.57765,8665862777.53411,2183735907.26196
1,1954,2,0.0876712328767123,6360939837.18123,2541148105.46352,2636355495.89002,3569110240.04511,4675521035.43844,11491588386.561,2895436754.66246
1,1954,3,0.246575342465753,4962383350.67765,1895041975.46399,1987799940.09907,2702208312.53094,3541044032.01146,9094349831.84109,2285758609.86945
1,1955,2,0.0876712328767123,6585687507.27698,2503621513.47381,2628189834.9856,3575709653.77991,4686040568.47756,12084880433.3613,3036799942.84579
1,1955,3,0.246575342465753,5137716575.75669,1867056803.38224,1981643069.2666,2707204793.29298,3549011086.25105,9563876345.02189,2397355633.69956
1,1956,2,0.0876712328767123,6781775602.37623,2473113150.02066,2621289430.23569,3580812941.82286,4694611756.61775,12616032498.0518,3162799126.55424
1,1956,3,0.246575342465753,5290691501.36419,1844305422.13762,1976440195.76569,2711068542.64322,3555502545.57314,9984225780.4271,2496823777.33432
1,1957,2,0.0876712328767123,6937331570.90522,2450305173.93176,2610891593.58326,3584178607.34962,4701170734.86455,13048945579.4304,3264884966.77481
1,1957,3,0.246575342465753,5412045950.24841,1827296546.51525,1968600274.66738,2713616720.97113,3560470041.30268,10326829681.3327,2577413894.81976
1,1958,2,0.0876712328767123,7127701690.11253,2422163146.15297,2585879259.58556,3589028664.18636,4709674219.06388,13574605464.7631,3388926588.81238
1,1958,3,0.246575342465753,5560560090.32861,1806309842.19809,1949741089.66753,2717288746.49542,3566910224.49234,10742832650.5455,2675336671.09798
1,1959,2,0.0876712328767123,7346269889.41696,2391220733.73325,2577351435.79892,3594935645.1974,4719100244.05406,14182728153.6426,3532388035.57828
1,1959,3,0.246575342465753,5731072502.17003,1783234772.22031,1943311149.68459,2721760979.66181,3574049101.48254,11224096013.5648,2788590133.32659
1,1960,2,0.0876712328767123,7568878644.67087,2361335901.42838,2570971964.64049,3600568202.83667,4728206798.09976,14813285068.259,3680732429.46589
1,1960,3,0.246575342465753,5904737087.76003,1760948384.61241,1938501057.72001,2726025444.20618,3580946024.54443,11723113640.8508,2905698364.06533
1,1960,6,0.915068493150685,5208259309.22316,1518241972.22624,1680647348.60256,2368347222.64864,3111610664.55137,10415508656.777,2578365451.51247
1,1950,2,0.0876712328767123,5731157557.81971,2658207095.28919,2668540282.75247,3554897323.28712,4646744497.07162,9858394033.30125,2504984196.98608
1,1950,3,0.246575342465753,4471068988.70431,1982337831.55679,2012067121.62941,2691447574.07634,3519249885.71772,7801853068.79121,1977521763.03894
1,1951,2,0.0876712328767123,5942791033.1435,2615876425.64124,2658034019.01168,3559086293.83208,4655394811.62316,10397615352.0693,2634957584.04456
1,1951,3,0.246575342465753,4636171388.86445,1950770054.90501,2004145447.00428,2694619084.69557,3525801272.07351,8228588446.4174,2080127281.20279
1,1952,2,0.0876712328767123,6071228468.28381,2586715143.80469,2637942844.78921,3556130217.61687,4659989500.09543,10736697632.2429,2715473015.91961
