1,1950,2,0.0876712328767123,1,1,4522.97096055155,1,NA
1,1950,2,0.0876712328767123,1,2,2779.90383871814,1,NA
1,1950,2,0.0876712328767123,1,3,2591.96515915361,1,NA
1,1950,2,0.0876712328767123,1,4,2416.73229580637,1,NA
1,1950,2,0.0876712328767123,1,5,2253.34625697697,1,NA
1,1950,2,0.0876712328767123,1,6,31077.1311319567,1,NA
1,1950,2,0.0876712328767123,1,7,0,NA,0.998952771104937
1,1950,3,0.246575342465753,1,1,4367.40525708426,1,NA
1,1950,3,0.246575342465753,1,2,2684.29020334143,1,NA
1,1950,3,0.246575342465753,1,3,2502.81559642963,1,NA
1,1950,3,0.246575342465753,1,4,2333.60979447521,1,NA
1,1950,3,0.246575342465753,1,5,2175.84335044068,1,NA
1,1950,3,0.246575342465753,1,6,30008.246142764,0.998057814743001,0.998057752247359
1,1950,3,0.246575342465753,1,7,0,NA,NA
1,1951,2,0.0876712328767123,1,1,4514.18651303413,1,NA
1,1951,2,0.0876712328767123,1,2,4217.19017123233,1,NA
1,1951,2,0.0876712328767123,1,3,2591.96515915361,1,NA
1,1951,2,0.0876712328767123,1,4,2416.73229580637,1,NA
1,1951,2,0.0876712328767123,1,5,2253.34625697697,1,NA
1,1951,2,0.0876712328767123,1,6,31020.8541291615,0.997331471482639,0.993266912423275
1,1951,2,0.0876712328767123,1,7,0,NA,0.993266912423275
1,1951,3,0.246575342465753,1,1,4358.92294698261,1,NA
1,1951,3,0.246575342465753,1,2,4072.14167073012,1,NA
1,1951,3,0.246575342465753,1,3,2502.81559642963,1,NA
1,1951,3,0.246575342465753,1,4,2333.60979447521,1,NA
1,1951,3,0.246575342465753,1,5,2175.84335044067,1,NA
1,1951,3,0.246575342465753,1,6,29953.9047640542,0.99733138928083,0.979118281935461
1,1951,3,0.246575342465753,1,7,0,NA,NA
1,1952,2,0.0876712328767123,1,1,4502.73220461562,1,NA
1,1952,2,0.0876712328767123,1,2,4208.99960665581,1,NA
1,1952,2,0.0876712328767123,1,3,3932.08205302513,1,NA
1,1952,2,0.0876712328767123,1,4,2416.73229580637,1,NA
1,1952,2,0.0876712328767123,1,5,2253.34625697697,1,NA
1,1952,2,0.0876712328767123,1,6,30947.472832773,0.997868045204582,0.994572054477058
1,1952,2,0.0876712328767123,1,7,0,NA,0.994572054477058
1,1952,3,0.246575342465753,1,1,4347.86260473422,1,NA
1,1952,3,0.246575342465753,1,2,4064.23281721281,1,NA
1,1952,3,0.246575342465753,1,3,3796.83972757024,1,NA
1,1952,3,0.246575342465753,1,4,2333.60979447521,1,NA
1,1952,3,0.246575342465753,1,5,2175.84335044068,1,NA
1,1952,3,0.246575342465753,1,6,29883.0473868095,0.997867975592412,0.976663682024706
1,1952,3,0.246575342465753,1,7,0,NA,NA
1,1953,2,0.0876712328767123,1,1,4494.4976174589,1,NA
1,1953,2,0.0876712328767123,1,2,4198.31968027509,1,NA
1,1953,2,0.0876712328767123,1,3,3924.44522123244,1,NA
1,1953,2,0.0876712328767123,1,4,3666.24900560373,1,NA
1,1953,2,0.0876712328767123,1,5,2253.34625697697,1,NA
1,1953,2,0.0876712328767123,1,6,30894.7184753114,0.999988186876174,0.999983407705471
1,1953,2,0.0876712328767123,1,7,0,NA,0.999983407705471
1,1953,3,0.246575342465753,1,1,4339.91124277505,1,NA
1,1953,3,0.246575342465753,1,2,4053.92022245436,1,NA
1,1953,3,0.246575342465753,1,3,3789.46556142817,1,NA
1,1953,3,0.246575342465753,1,4,3540.14989715988,1,NA
1,1953,3,0.246575342465753,1,5,2175.84335044068,1,NA
1,1953,3,0.246575342465753,1,6,29832.1074935134,0.999988186819871,0.999974493962602
1,1953,3,0.246575342465753,1,7,0,NA,NA
1,1954,2,0.0876712328767123,1,1,4496.36947436989,1,NA
1,1954,2,0.0876712328767123,1,2,4190.64180210069,1,NA
1,1954,2,0.0876712328767123,1,3,3914.48732387801,1,NA
1,1954,2,0.0876712328767123,1,4,3659.12847083656,1,NA
1,1954,2,0.0876712328767123,1,5,3418.38791506124,1,NA
1,1954,2,0.0876712328767123,1,6,30906.7104072346,0.999969905296511,0.999952371899168
1,1954,2,0.0876712328767123,1,7,0,NA,0.999952371899168
1,1954,3,0.246575342465753,1,1,4341.71871794676,1,NA
1,1954,3,0.246575342465753,1,2,4046.5064217038,1,NA
1,1954,3,0.246575342465753,1,3,3779.85016180819,1,NA
1,1954,3,0.246575342465753,1,4,3533.27427022205,1,NA
1,1954,3,0.246575342465753,1,5,3300.81388565255,1,NA
1,1954,3,0.246575342465753,1,6,29843.6869679299,0.999969866062078,0.999917107795647
1,1954,3,0.246575342465753,1,7,0,NA,NA
1,1955,2,0.0876712328767123,1,1,4498.03235172322,1,NA
1,1955,2,0.0876712328767123,1,2,4192.38710991625,1,NA
1,1955,2,0.0876712328767123,1,3,3907.32851771821,1,NA
1,1955,2,0.0876712328767123,1,4,3649.84378888403,1,NA
1,1955,2,0.0876712328767123,1,5,3411.74877244991,1,NA
1,1955,2,0.0876712328767123,1,6,32003.6411668801,0.999984076961721,0.999974695002165
1,1955,2,0.0876712328767123,1,7,0,NA,0.999974695002165
1,1955,3,0.246575342465753,1,1,4343.3244013257,1,NA
1,1955,3,0.246575342465753,1,2,4048.19170038353,1,NA
1,1955,3,0.246575342465753,1,3,3772.93757980635,1,NA
1,1955,3,0.246575342465753,1,4,3524.30893104046,1,NA
1,1955,3,0.246575342465753,1,5,3294.40309358773,1,NA
1,1955,3,0.246575342465753,1,6,30902.889250703,0.999984068577125,0.999956283203275
1,1955,3,0.246575342465753,1,7,0,NA,NA
1,1956,2,0.0876712328767123,1,1,4657.74118328686,1,NA
1,1956,2,0.0876712328767123,1,2,4193.93756648375,1,NA
1,1956,2,0.0876712328767123,1,3,3908.95583193927,1,NA
1,1956,2,0.0876712328767123,1,4,3643.16896226273,1,NA
1,1956,2,0.0876712328767123,1,5,3403.09179237758,1,NA
1,1956,2,0.0876712328767123,1,6,33020.615315376,0.999980338693366,0.999969006437678
1,1956,2,0.0876712328767123,1,7,0,NA,0.999969006437678
1,1956,3,0.246575342465753,1,1,4497.54011410772,1,NA
1,1956,3,0.246575342465753,1,2,4049.68882964279,1,NA
1,1956,3,0.246575342465753,1,3,3774.50892323216,1,NA
1,1956,3,0.246575342465753,1,4,3517.86368230235,1,NA
1,1956,3,0.246575342465753,1,5,3286.04386674146,1,NA
1,1956,3,0.246575342465753,1,6,31884.8849966846,0.999980320449523,0.999948242250056
1,1956,3,0.246575342465753,1,7,0,NA,NA
1,1957,2,0.0876712328767123,1,1,4805.73140328511,1,NA
1,1957,2,0.0876712328767123,1,2,4342.84909401809,1,NA
1,1957,2,0.0876712328767123,1,3,3910.40146806084,1,NA
1,1957,2,0.0876712328767123,1,4,3644.68625998549,1,NA
1,1957,2,0.0876712328767123,1,5,3396.86822528693,1,NA
1,1957,2,0.0876712328767123,1,6,33960.6335070505,0.99997655915106,0.999963592574092
1,1957,2,0.0876712328767123,1,7,0,NA,0.999963592574092
1,1957,3,0.246575342465753,1,1,4640.44027209117,1,NA
1,1957,3,0.246575342465753,1,2,4193.47860717313,1,NA
1,1957,3,0.246575342465753,1,3,3775.90483730109,1,NA
1,1957,3,0.246575342465753,1,4,3519.32879320152,1,NA
1,1957,3,0.246575342465753,1,5,3280.03435665029,1,NA
1,1957,3,0.246575342465753,1,6,32792.5716539461,0.999976542550243,0.999940370022589
1,1957,3,0.246575342465753,1,7,0,NA,NA
1,1958,2,0.0876712328767123,1,1,4942.52044593265,1,NA
1,1958,2,0.0876712328767123,1,2,4480.83426055097,1,NA
1,1958,2,0.0876712328767123,1,3,4049.24565604661,1,NA
1,1958,2,0.0876712328767123,1,4,3646.03416217108,1,NA
1,1958,2,0.0876712328767123,1,5,3398.28294430659,1,NA
1,1958,2,0.0876712328767123,1,6,34831.1609696043,0.999989797769208,0.999983949811317
1,1958,2,0.0876712328767123,1,7,0,NA,0.999983949811317
1,1958,3,0.246575342465753,1,1,4772.52451255633,1,NA
1,1958,3,0.246575342465753,1,2,4326.71783134049,1,NA
1,1958,3,0.246575342465753,1,3,3909.97353723603,1,NA
1,1958,3,0.246575342465753,1,4,3520.63033485251,1,NA
1,1958,3,0.246575342465753,1,5,3281.40041699815,1,NA
1,1958,3,0.246575342465753,1,6,33633.1576867891,0.999989791454082,0.999973344120477
1,1958,3,0.246575342465753,1,7,0,NA,NA
1,1959,2,0.0876712328767123,1,1,5069.28135229737,1,NA
1,1959,2,0.0876712328767123,1,2,4608.3755185464,1,NA
1,1959,2,0.0876712328767123,1,3,4177.90217256057,1,NA
1,1959,2,0.0876712328767123,1,4,3775.49162497887,1,NA
1,1959,2,0.0876712328767123,1,5,3399.53971997428,1,NA
1,1959,2,0.0876712328767123,1,6,35644.5657073672,0.999993786176796,0.999990246782828
1,1959,2,0.0876712328767123,1,7,0,NA,0.999990246782828
1,1959,3,0.246575342465753,1,1,4894.92553031182,1,NA
1,1959,3,0.246575342465753,1,2,4449.87236085717,1,NA
1,1959,3,0.246575342465753,1,3,4034.20496641874,1,NA
