1,1950,2,0.0876712328767123,1947,3.713e+13,1.027e+13,3.95e+12,3.95e+12,5.53e+12,7.9e+12,1.027e+13,1.738e+13,1.5642e+14,1.817e+13,1.185e+13,1.738e+13,1.7775e+14,1.264e+13,1.659e+13,0,0,0
1,1950,3,0.246575342465753,1947,3.713e+13,1.027e+13,3.95e+12,3.95e+12,5.53e+12,7.9e+12,1.027e+13,1.738e+13,1.5642e+14,1.817e+13,1.185e+13,1.738e+13,1.7775e+14,1.264e+13,1.659e+13,0,0,0
1,1951,2,0.0876712328767123,1948,3.713e+13,1.027e+13,3.95e+12,3.95e+12,5.53e+12,7.9e+12,1.027e+13,1.738e+13,1.5642e+14,1.817e+13,1.185e+13,1.738e+13,1.7775e+14,1.264e+13,1.659e+13,0,0,0
1,1951,3,0.246575342465753,1948,3.713e+13,1.027e+13,3.95e+12,3.95e+12,5.53e+12,7.9e+12,1.027e+13,1.738e+13,1.5642e+14,1.817e+13,1.185e+13,1.738e+13,1.7775e+14,1.264e+13,1.659e+13,0,0,0
1,1952,2,0.0876712328767123,1949,3.713e+13,1.027e+13,3.95e+12,3.95e+12,5.53e+12,7.9e+12,1.027e+13,1.738e+13,1.5642e+14,1.817e+13,1.185e+13,1.738e+13,1.7775e+14,1.264e+13,1.659e+13,0,0,0
1,1952,3,0.246575342465753,1949,3.713e+13,1.027e+13,3.95e+12,3.95e+12,5.53e+12,7.9e+12,1.027e+13,1.738e+13,1.5642e+14,1.817e+13,1.185e+13,1.738e+13,1.7775e+14,1.264e+13,1.659e+13,0,0,0
1,1953,2,0.0876712328767123,1950,37066194029632.7,10246686868250.1,3936760902873.52,3940247957067.8,5514268371261.61,7883534335154.1,10254166178073.8,17354082877452.4,156228857408335,18113294445458.5,11812044546517.4,17327309270014.3,177363687128198,12603673065644.6,16557294365041.4,0,0,0
1,1953,3,0.246575342465753,1950,37066194029632.7,10246686868250.1,3936760902873.52,3940247957067.8,5514268371261.61,7883534335154.1,10254166178073.8,17354082877452.4,156228857408335,18113294445458.5,11812044546517.4,17327309270014.3,177363687128198,12603673065644.6,16557294365041.4,0,0,0
1,1954,2,0.0876712328767123,1951,37088452912705.6,10245828384395.4,3937582601553.36,3937771993656.91,5514099246345.17,7883532384121.94,10258074922782.3,17363894341693.3,156280347683400,18122071684269.4,11817866602617.2,17332369043510.3,177273688870028,12602199171707.6,16549937255619,0,0,0
1,1954,3,0.246575342465753,1951,37088452912705.6,10245828384395.4,3937582601553.36,3937771993656.91,5514099246345.17,7883532384121.94,10258074922782.3,17363894341693.3,156280347683400,18122071684269.4,11817866602617.2,17332369043510.3,177273688870028,12602199171707.6,16549937255619,0,0,0
