1,1950,2,0.0876712328767123,61453679818.0433,4697046751.23844,2438523304.88865,1325809961.7494
1,1950,3,0.246575342465753,42476743625.4615,3299424173.67351,1666030170.59484,938240998.03054
1,1951,2,0.0876712328767123,59741713981.4039,4667031327.32699,2359352758.11223,1327886623.69305
1,1951,3,0.246575342465753,41293433949.7221,3278339943.41534,1611939844.99181,939710597.317611
1,1952,2,0.0876712328767123,58996323216.7988,4650454102.40395,2320460355.24856,1327668732.63119
1,1952,3,0.246575342465753,40778220336.7592,3266695329.35459,1585368060.15468,939556401.517885
1,1953,2,0.0876712328767123,57450227653.2073,4616817838.15114,2223806660.73629,1329891863.16728
1,1953,3,0.246575342465753,39709560086.1512,3243067652.3768,1519333025.41293,941129652.793035
1,1954,2,0.0876712328767123,56038593984.781,4587830022.60519,2142807347.13167,1332805709.56362
1,1954,3,0.246575342465753,38733839810.2563,3222705262.04525,1463993263.02795,943191705.598403
1,1955,2,0.0876712328767123,55052186643.2465,4566419195.71216,2087388109.39064,1334551928.92115
1,1955,3,0.246575342465753,38052035695.6664,3207665301.07178,1426130134.17336,944427459.318811
1,1956,2,0.0876712328767123,53851911396.2481,4539558775.85278,2016429765.39241,1336706235.46314
1,1956,3,0.246575342465753,37222406223.5551,3188797292.45004,1377650490.07092,945952005.655266
1,1957,2,0.0876712328767123,52601981150.7528,4511963471.59811,1945357426.98073,1339252117.57049
1,1957,3,0.246575342465753,36358455248.6938,3169413066.83769,1329092963.53378,947753659.767233
1,1958,2,0.0876712328767123,51532006395.0449,4487752068.44478,1886217619.63337,1341409487.18356
1,1958,3,0.246575342465753,35618889391.6371,3152405850.7989,1288687894.15169,949280373.758894
1,1959,2,0.0876712328767123,50445391929.8196,4462509725.7608,1825365696.38586,1343579391.46886
1,1959,3,0.246575342465753,34867822178.156,3134674454.8681,1247113085.38696,950815958.209911
1,1960,2,0.0876712328767123,49326995397.9626,4436393922.64065,1763660404.57149,1345951344.85355
1,1960,3,0.246575342465753,34094787220.8361,3116329499.68817,1204955244.35177,952494527.518594
1,1960,6,0.915068493150685,28288397434.8751,2606797051.62874,993893519.068195,799749469.456882
1,1950,2,0.0876712328767123,61453679818.0433,4697046751.23844,2438523304.88865,1325809961.7494
1,1950,3,0.246575342465753,42476743625.4615,3299424173.67351,1666030170.59484,938240998.03054
1,1951,2,0.0876712328767123,59741713981.4039,4667031327.32699,2359352758.11223,1327886623.69305
1,1951,3,0.246575342465753,41293433949.7221,3278339943.41534,1611939844.99181,939710597.317611
1,1952,2,0.0876712328767123,59145494998.1458,4653717557.55707,2322439202.67933,1328906110.99693
1,1952,3,0.246575342465753,40881327775.2591,3268987732.09021,1586720033.91522,940432061.790703
1,1953,2,0.0876712328767123,57630658366.7248,4621089432.42796,2226266378.41265,1331466609.8744
1,1953,3,0.246575342465753,39834273678.2897,3246068218.93777,1521013535.84798,942244059.80819
