1,1950,2,0.0876712328767123,1679255.96124655,2225373.46416368
1,1950,3,0.246575342465753,1200273.94123599,1577918.77954536
1,1951,2,0.0876712328767123,1694332.58176293,2230846.92361455
1,1951,3,0.246575342465753,1211050.18687414,1581799.77956432
1,1952,2,0.0876712328767123,863788.574147535,2229677.99082139
1,1952,3,0.246575342465753,617406.125220515,1580970.93845694
1,1953,2,0.0876712328767123,682515.213994847,2223287.47506292
1,1953,3,0.246575342465753,487838.212137124,1576439.69235886
1,1954,2,0.0876712328767123,627064.677438748,2230856.7631064
1,1954,3,0.246575342465753,448204.091078871,1581806.75633438
1,1955,2,0.0876712328767123,627169.513339295,2237817.48306076
1,1955,3,0.246575342465753,448279.024145917,1586742.31025915
1,1956,2,0.0876712328767123,670177.667656993,2246423.28826129
1,1956,3,0.246575342465753,479019.76175799,1592844.32498059
1,1957,2,0.0876712328767123,663608.104942598,2254388.91309018
1,1957,3,0.246575342465753,474324.06609671,1598492.41471057
1,1958,2,0.0876712328767123,660298.898031916,2261873.08735831
1,1958,3,0.246575342465753,471958.759727274,1603799.12808576
1,1959,2,0.0876712328767123,680710.652885498,2270115.15351879
1,1959,3,0.246575342465753,486548.374420358,1609643.23074373
1,1960,2,0.0876712328767123,687826.259940024,2278401.16535875
1,1960,3,0.246575342465753,491634.363644588,1615518.49343574
1,1960,6,0.915068493150685,414880.16373476,1357789.27470013
1,1950,2,0.0876712328767123,1679255.96124655,2225373.46416368
1,1950,3,0.246575342465753,1200273.94123599,1577918.77954536
1,1951,2,0.0876712328767123,1694332.58176293,2230846.92361455
1,1951,3,0.246575342465753,1211050.18687414,1581799.77956432
1,1952,2,0.0876712328767123,1715361.75839226,2239212.7930913
1,1952,3,0.246575342465753,1226081.1132465,1587731.66594976
1,1953,2,0.0876712328767123,882221.313738,2242752.59798794
1,1953,3,0.246575342465753,630581.208416051,1590241.59280575
1,1954,2,0.0876712328767123,939587.903910598,2250275.24530394
1,1954,3,0.246575342465753,671584.858169732,1595575.58580197
1,1955,2,0.0876712328767123,875397.720787406,2258357.2935386
1,1955,3,0.246575342465753,625703.940749174,1601306.22647511
1,1956,2,0.0876712328767123,899345.747637069,2266528.83861288
1,1956,3,0.246575342465753,642821.160062383,1607100.32559521
1,1957,2,0.0876712328767123,940970.284516526,2274536.64887827
1,1957,3,0.246575342465753,672572.935899666,1612778.32724494
1,1958,2,0.0876712328767123,929268.145840872,2282571.71900747
1,1958,3,0.246575342465753,664208.652887866,1618475.65771823
1,1959,2,0.0876712328767123,935580.539216915,2290748.57204267
1,1959,3,0.246575342465753,668720.532822162,1624273.5204903
1,1960,2,0.0876712328767123,960160.104380012,2298934.57584309
1,1960,3,0.246575342465753,686289.153826358,1630077.87168533
1,1960,6,0.915068493150685,579145.351838557,1370025.9452885
1,1950,2,0.0876712328767123,1679255.96124655,2225373.46416368
1,1950,3,0.246575342465753,1200273.94123599,1577918.77954536
1,1951,2,0.0876712328767123,1694332.58176293,2230846.92361455
1,1951,3,0.246575342465753,1211050.18687414,1581799.77956432
1,1952,2,0.0876712328767123,1709281.57331788,2237961.01504797
1,1952,3,0.246575342465753,1221735.20775556,1586844.0827579
1,1953,2,0.0876712328767123,1720503.44321378,2243742.45031394
1,1953,3,0.246575342465753,1229756.21129452,1590943.45548153
1,1954,2,0.0876712328767123,1730254.95053868,2248989.34732642
1,1954,3,0.246575342465753,1236726.25064527,1594663.80959902
1,1955,2,0.0876712328767123,901484.236621422,2250867.98849266
1,1955,3,0.246575342465753,644349.67784691,1595995.87508104
1,1956,2,0.0876712328767123,958842.959957606,2256719.51683034
1,1956,3,0.246575342465753,685347.704658666,1600144.94785546
1,1957,2,0.0876712328767123,893616.87694674,2263601.22099119
1,1957,3,0.246575342465753,638726.361913083,1605024.4750025
1,1958,2,0.0876712328767123,915917.935834739,2269858.40123313
1,1958,3,0.246575342465753,654666.385627732,1609461.17849059
1,1959,2,0.0876712328767123,958192.763814183,2278278.9123079
1,1959,3,0.246575342465753,684882.96699767,1615431.80893631
1,1960,2,0.0876712328767123,946204.611738676,2285826.18803984
1,1960,3,0.246575342465753,676314.251523751,1620783.26490701
1,1960,6,0.915068493150685,570727.736214894,1362214.1390805
1,1950,2,0.0876712328767123,1679255.96124655,2225373.46416368
1,1950,3,0.246575342465753,1200273.94123599,1577918.77954536
1,1951,2,0.0876712328767123,1694332.58176293,2230846.92361455
1,1951,3,0.246575342465753,1211050.18687414,1581799.77956432
1,1952,2,0.0876712328767123,1713930.84720527,2238770.19017557
1,1952,3,0.246575342465753,1225058.34753978,1587417.83482709
1,1953,2,0.0876712328767123,1732157.15982312,2245913.18725617
1,1953,3,0.246575342465753,1238085.88389212,1592482.63380003
1,1954,2,0.0876712328767123,1750960.9189086,2253415.35848153
1,1954,3,0.246575342465753,1251526.15895943,1597802.10806109
1,1955,2,0.0876712328767123,1771540.49249791,2261501.9467034
1,1955,3,0.246575342465753,1266235.72466653,1603535.96784832
1,1956,2,0.0876712328767123,1792427.77673538,2269664.62504361
1,1956,3,0.246575342465753,1281165.2312766,1609323.77994001
1,1957,2,0.0876712328767123,1812327.0029961,2277346.28611223
1,1957,3,0.246575342465753,1295388.50830089,1614770.52290404
1,1958,2,0.0876712328767123,1832667.74003818,2285111.06912443
1,1958,3,0.246575342465753,1309927.3619245,1620276.20414422
1,1959,2,0.0876712328767123,1853965.81242398,2293209.17857478
1,1959,3,0.246575342465753,1325150.48566096,1626018.23315027
1,1960,2,0.0876712328767123,1875032.14765562,2301154.34814468
1,1960,3,0.246575342465753,1340207.97171395,1631651.81891594
1,1960,6,0.915068493150685,1130974.04058858,1371348.79530684
1,1950,2,0.0876712328767123,1679255.96124655,2225373.46416368
1,1950,3,0.246575342465753,1200273.94123599,1577918.77954536
1,1951,2,0.0876712328767123,1694332.58176293,2230846.92361455
1,1951,3,0.246575342465753,1211050.18687414,1581799.77956432
1,1952,2,0.0876712328767123,1472016.66832968,2237353.32562278
