1,1952,0,2,1,1,132763368595427
1,1952,0,2,1,2,17750110112491.7
1,1952,0,2,1,3,454890328223.202
1,1952,0,2,1,4,97345425401.8872
1,1952,0,2,1,5,219043764733.141
1,1952,0,2,1,6,129017941935.297
1,1952,0,2,1,7,10234017655134.1
1,1952,0,2,1,8,63684110097658.4
1,1952,0,2,1,9,205927296355374
1,1952,0,2,1,10,1361003369507.37
1,1952,0,2,1,11,669833527650.798
1,1952,0,2,1,12,3075204150489.06
1,1952,0,2,1,13,30839421338193.3
1,1952,0,2,1,14,1125312094423.47
1,1952,0,2,1,15,5320455364687.19
1,1952,0,2,1,1,284073375290959
1,1952,0,2,1,2,32450267122111.2
1,1952,0,2,1,3,493975048515.802
1,1952,0,2,1,4,147681048330.097
1,1952,0,2,1,5,318714257474.804
1,1952,0,2,1,6,242030278335.457
1,1952,0,2,1,7,20363346181756.5
1,1952,0,2,1,8,132778910805221
1,1952,0,2,1,9,397533529549463
1,1952,0,2,1,10,2147373152491.3
1,1952,0,2,1,11,911578797193.635
1,1952,0,2,1,12,3578974111250.18
1,1952,0,2,1,13,59055165141386.6
1,1952,0,2,1,14,2000225259210.73
1,1952,0,2,1,15,8865565188876.69
1,1952,0,2,1,1,253379756808132
1,1952,0,2,1,2,40473434309528
1,1952,0,2,1,3,1076845038239.13
1,1952,0,2,1,4,338219657602.643
1,1952,0,2,1,5,572138445682.621
1,1952,0,2,1,6,274925750624.928
1,1952,0,2,1,7,19089273009083.7
1,1952,0,2,1,8,116234508103453
1,1952,0,2,1,9,367934893177185
1,1952,0,2,1,10,2537404872802.78
1,1952,0,2,1,11,1273554564683.54
1,1952,0,2,1,12,6283612684397.47
1,1952,0,2,1,13,78971969928512
1,1952,0,2,1,14,4303574919503.6
1,1952,0,2,1,15,12050794962927.1
1,1952,0,2,1,1,341504626661796
1,1952,0,2,1,2,60612606135005
1,1952,0,2,1,3,1726167177172.46
1,1952,0,2,1,4,587710325434.788
1,1952,0,2,1,5,920205254316.643
1,1952,0,2,1,6,399432624917.14
1,1952,0,2,1,7,25806859690232.9
1,1952,0,2,1,8,153793454276770
1,1952,0,2,1,9,489214309746079
1,1952,0,2,1,10,3574045507475.45
1,1952,0,2,1,11,1846671218549.29
1,1952,0,2,1,12,9531080347795.26
1,1952,0,2,1,13,122481379413536
1,1952,0,2,1,14,7925230135603.51
1,1952,0,2,1,15,18458460127339.3
1,1952,0,2,1,1,303644147897559
1,1952,0,2,1,2,60431808693593.9
1,1952,0,2,1,3,1903522203157.1
1,1952,0,2,1,4,637129404267.676
1,1952,0,2,1,5,981921495926.565
1,1952,0,2,1,6,388900533346.238
1,1952,0,2,1,7,23520769798442.5
1,1952,0,2,1,8,135705121993938
1,1952,0,2,1,9,444227268512526
1,1952,0,2,1,10,3551817852747.28
1,1952,0,2,1,11,1916802009057.73
1,1952,0,2,1,12,10296939424866.8
1,1952,0,2,1,13,123548734311904
1,1952,0,2,1,14,8473580735969.5
1,1952,0,2,1,15,18747062738784.6
