1,1950,2,0.0876712328767123,13565798699754.1,4098440561765.22,1239817604598.67,1074709483454.98,1777410582608.36,2923868606680.42,3431500152242.91,7732683759272.41,77031625196991,2680255654308,2394384128025.23,4114957000502.14,45720622172186.7,2668689582177.78,4538298268180.83,0,98921438388.3965,97820583270488.1
1,1950,3,0.246575342465753,27303261894847.8,5713815317318.52,1486793572576.25,2020216678936.91,2453647949664.65,4787862748898.96,8418950328991.81,14731181002182.6,161833704866166,7346824761953.73,4668121493505.77,7234684432044.71,103301837750631,5551219023259.1,10631292806457.1,0,232220300526.862,57186952493005.3
1,1951,2,0.0876712328767123,20585584330315.6,2437314422866.04,210789783787.968,89271664523.259,338679895731.715,1855964962862.89,3240734574762.16,13121537082949,104485634470695,1323401899693.52,843539879018.011,1050965596366.21,16002798095191.5,112123918190.492,1854605527013.06,0,362644665117.298,200773846617772
1,1951,3,0.246575342465753,41956185148276.7,5510420617966.06,1585510289645.13,1610144729717.73,2427475801606.36,4787294312969.85,11182734632401.8,23718724701703.3,221575335051392,8696480199332.51,5516627978289.64,8005552419249.55,83740600388868.2,5334147315177.69,8675109200287.57,0,516264482151.269,117630762344791
1,1952,2,0.0876712328767123,33073272154075.6,2666828137786.59,302505888698.397,15706951397.262,400729617099.867,2279957660546.71,4719855551185.12,21527805288668,145749162396411,1842393805998.78,1119755379400.52,1322483594922.12,14942681560351.1,149345295864.696,1529556110404.6,0,670292763044.097,264166967628284
1,1952,3,0.246575342465753,228650736581080,54045246996388,20123035763383.4,20149200642260.7,28482793530324,42562273494383.7,62453219837367.9,113940263813590,1016231280050014,94493038249297.5,61422575732870.4,89965122725380.3,921601962133340,64785047526016.2,86550356547864.3,0,901128929623.735,154884121578373
1,1953,2,0.0876712328767123,187990948855206,32000426183305.5,6072607071174.54,4717525347667.51,9783252096168.53,21629413040594.8,27883131348342.4,108670886535961,775798717492595,12063810517497.7,9678170662669.56,17165321688993.8,247324395448933,17068891861666.7,22229707997983,0,2463159579712.1,1506778155319732
1,1953,3,0.246575342465753,248229553108818,25245251441593.2,2516808173292.1,5256456699926.06,7010296045698.05,23182333944386,63224164735608.3,144844745705331,1294790282486964,18803511443200.1,10879406997468.8,16940987892817.1,391661484474504,20306768146327.7,38536672477929.5,0,4204685860945.18,884402326290113
1,1954,2,0.0876712328767123,234712193110752,17724939458772,1536500196415.52,1135828411118.7,3142221521361.47,15455388236317.5,31134882179781.2,146491089721627,870823385612770,10451721736551.7,5168519991246.32,5198637934961.55,129006584444733,6157344258073.4,9980247910752.49,0,5009207290247.54,1655926115729386
1,1954,3,0.246575342465753,333945969466074,31134394134809.5,6895420588330,7644433828466.12,12305915201888.2,30919901783708.7,84961511241303.9,200959185461766,1620215199945001,43052844727137.1,26578567750972.6,38133288349154,501635778868806,28723105087691.3,46068301608635.5,0,6655855113078.48,972164895384381
