General Environment   : KPFM.Scenario01
Polygons              : 18
Trials                : 5
Years per Trial       : 11
Records before series : 1
First Year            : 1950
Last Year             : 1960
Times In Year         : 1
Data
Scenario,Year,APPA,APW,APDPW,APDPE,APBSW,APBSE,APEI,APE,SOPA,SOW,SONE,SOSE,SGPA,SGW,SGE,BT1,BT2,BT3
1,1959,0.416438356164384,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941,1.66344251566941
1,1960,0.416438356164384,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374,6.55909943165374
2,1949,0,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101,3.15967724774101
2,1950,0.416438356164384,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247,0.624542915420247
2,1951,0.416438356164384,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112,4.26724619290112
2,1952,0.416438356164384,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659,9.11325477619659
2,1953,0.416438356164384,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341,2.08819903391341
2,1954,0.416438356164384,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564,2.52943280283564
2,1955,0.416438356164384,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845,2.50325336878845
2,1956,0.416438356164384,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641,2.51035037693641
2,1957,0.416438356164384,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113,2.40902503677113
2,1958,0.416438356164384,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422,0.737233331164422
2,1959,0.416438356164384,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117,0.891972647910117
2,1960,0.416438356164384,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869,0.876412265740869
3,1949,0,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946,1.89874186541946
3,1950,0.416438356164384,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423,1.65657945169423
3,1951,0.416438356164384,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762,1.45276020860762
3,1952,0.416438356164384,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157,0.563017563080157
3,1953,0.416438356164384,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215,1.31994343206215
3,1954,0.416438356164384,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934,2.4693956077934
3,1955,0.416438356164384,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492,0.636914062223492
3,1956,0.416438356164384,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604,5.50749566790604
3,1957,0.416438356164384,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216,1.091115693216
3,1958,0.416438356164384,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794,2.3036685140794
3,1959,0.416438356164384,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967,2.37792946904967
3,1960,0.416438356164384,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224,1.23729262321224
4,1949,0,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356,2.49463325275356
4,1950,0.416438356164384,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302,2.54577252505302
4,1951,0.416438356164384,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393,5.62012377013393
4,1952,0.416438356164384,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881,2.29873701458881
4,1953,0.416438356164384,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141,3.9571715271141
4,1954,0.416438356164384,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399,1.43753656485399
4,1955,0.416438356164384,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352,0.87883362720352
4,1956,0.416438356164384,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371,2.30857588479371
4,1957,0.416438356164384,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838,1.58819878769838
4,1958,0.416438356164384,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563,1.58439415118563
4,1959,0.416438356164384,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748,2.2267004558748
4,1960,0.416438356164384,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652,2.03405746358652
5,1949,0,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849,1.6451506229849
5,1950,0.416438356164384,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606,2.91958648417606
5,1951,0.416438356164384,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739,2.35720277581739
5,1952,0.416438356164384,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369,0.67035858613369
5,1953,0.416438356164384,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799,1.27241671507799
5,1954,0.416438356164384,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685,2.51112111606685
5,1955,0.416438356164384,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543,1.50094622165543
5,1956,0.416438356164384,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279,5.66507042446279
5,1957,0.416438356164384,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771,1.48262293199771
5,1958,0.416438356164384,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639,0.841536690398639
5,1959,0.416438356164384,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609,3.01608076917609
5,1960,0.416438356164384,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686,5.01026112610686
