1,1950,2,0.0876712328767123,2251.2404198193,2602.29121589427,4457.24529778843
1,1950,3,0.246575342465753,2070.91256338002,2399.79734414387,4172.24361785093
1,1951,2,0.0876712328767123,2264.19578877839,2613.51076588046,4515.4619902921
1,1951,3,0.246575342465753,2082.83018715064,2410.14385958953,4226.73786430206
1,1952,2,0.0876712328767123,2274.35519711674,2616.44646101951,4568.04286964844
1,1952,3,0.246575342465753,2092.17581109163,2412.85111746861,4275.95665834607
1,1953,2,0.0876712328767123,2282.78654648674,2619.02407305522,4602.73371683788
1,1953,3,0.246575342465753,2099.93179627334,2415.22815601055,4308.42933061649
1,1954,2,0.0876712328767123,2303.1981443635,2637.41188521555,4701.62045928886
1,1954,3,0.246575342465753,2118.70839343707,2432.18514472782,4400.9931346068
1,1955,2,0.0876712328767123,2320.26578344228,2652.3667342175,4785.47514642343
1,1955,3,0.246575342465753,2134.40888809961,2445.97630180423,4479.48605116171
1,1956,2,0.0876712328767123,2338.68776359358,2668.86640297343,4873.50057732107
1,1956,3,0.246575342465753,2151.3552390099,2461.19207051524,4561.88302905599
1,1957,2,0.0876712328767123,2360.48690162847,2688.49386741738,4975.3172189592
1,1957,3,0.246575342465753,2171.40823220861,2479.29224960249,4657.18939091956
1,1958,2,0.0876712328767123,2383.75184323316,2709.47646533947,5084.69942705533
1,1958,3,0.246575342465753,2192.80961583307,2498.64211423682,4759.57756772956
1,1959,2,0.0876712328767123,2406.91767701049,2730.31966340529,5196.35120880065
1,1959,3,0.246575342465753,2214.11983032118,2517.86342623154,4864.09019889207
1,1960,2,0.0876712328767123,2429.42913439597,2750.48403065675,5307.50991151428
1,1960,3,0.246575342465753,2234.82808498343,2536.45872973979,4968.14127909527
1,1960,6,0.915068493150685,2142.47040562486,2434.69090100299,4804.93839638423
1,1950,2,0.0876712328767123,2251.2404198193,2602.29121589427,4457.24529778843
1,1950,3,0.246575342465753,2070.91256338002,2399.79734414387,4172.24361785093
1,1951,2,0.0876712328767123,2264.19578877839,2613.51076588046,4515.4619902921
1,1951,3,0.246575342465753,2082.83018715064,2410.14385958953,4226.73786430206
1,1952,2,0.0876712328767123,2295.0133583674,2641.2385093729,4652.10873554378
1,1952,3,0.246575342465753,2111.17922151981,2435.71400515427,4354.64725063521
1,1953,2,0.0876712328767123,2308.42874340809,2649.62788564281,4716.38461201986
1,1953,3,0.246575342465753,2123.52001336894,2443.45057313274,4414.81324947359
1,1954,2,0.0876712328767123,2330.85009019928,2670.17340940988,4822.52720164255
1,1954,3,0.246575342465753,2144.14537543555,2462.39737396315,4514.16895295151
1,1955,2,0.0876712328767123,2349.70634900035,2687.08634303242,4914.98366635955
1,1955,3,0.246575342465753,2161.49121860082,2477.99424987817,4600.71363897898
1,1956,2,0.0876712328767123,2368.65697652342,2704.16002124632,5007.29811657347
1,1956,3,0.246575342465753,2178.92387140678,2493.73936225538,4687.12539108326
1,1957,2,0.0876712328767123,2390.39860356635,2723.7063751336,5111.24122071842
1,1957,3,0.246575342465753,2198.92396033337,2511.76474229735,4784.42224685729
1,1958,2,0.0876712328767123,2413.42596816547,2744.39230108824,5221.93524293842
1,1958,3,0.246575342465753,2220.10679723965,2530.84102010358,4888.03835880222
1,1959,2,0.0876712328767123,2436.72552575479,2765.32566300032,5335.731012645
1,1959,3,0.246575342465753,2241.54002405458,2550.14547996333,4994.55788873078
1,1960,2,0.0876712328767123,2459.63538173649,2785.86357658023,5450.01279495707
1,1960,3,0.246575342465753,2262.61476496632,2569.08526278329,5101.53235502833
1,1960,6,0.915068493150685,2169.10875867489,2466.00839188148,4933.94759046304
1,1950,2,0.0876712328767123,2251.2404198193,2602.29121589427,4457.24529778843
1,1950,3,0.246575342465753,2070.91256338002,2399.79734414387,4172.24361785093
1,1951,2,0.0876712328767123,2264.19578877839,2613.51076588046,4515.4619902921
1,1951,3,0.246575342465753,2082.83018715064,2410.14385958953,4226.73786430206
1,1952,2,0.0876712328767123,2294.41657468197,2640.52723787671,4649.87532913413
1,1952,3,0.246575342465753,2110.63024113508,2435.05808031499,4352.556650945
1,1953,2,0.0876712328767123,2319.79164520222,2663.30545382119,4766.67362249772
1,1953,3,0.246575342465753,2133.97272906947,2456.06383931462,4461.88671951985
1,1954,2,0.0876712328767123,2341.24206285537,2682.66093623823,4868.38027833605
