General Environment   : KPFM.Scenario01
Polygons              : 1
Trials                : 1
Years per Trial       : 51
Records before series : 1
First Year            : 1950
Last Year             : 2000
Times In Year         : 12
Data
Scenario,Year,APPA
1,1956,0.167123287671233,0.0588509727651915
1,1956,0.252054794520548,0.001274381022041
1,1956,0.334246575342466,0
1,1956,0.419178082191781,0.000490843878847111
1,1956,0.501369863013699,0.428633520704601
1,1956,0.583561643835616,1.24654377942586
1,1956,0.668493150684932,1.65657945169421
1,1956,0.750684931506849,1.65657945169421
1,1956,0.835616438356164,1.57955994819294
1,1956,0.917808219178082,1.30936062511808
1,1956,1,0.913687802560215
1,1957,0.0849315068493151,0.482732551114185
1,1957,0.167123287671233,0.156100261147681
1,1957,0.252054794520548,0.00338025356243406
1,1957,0.334246575342466,0
1,1957,0.419178082191781,0.000754311457613118
1,1957,0.501369863013699,0.658708786475954
1,1957,0.583561643835616,1.91564425219239
1,1957,0.668493150684932,2.54577252505297
1,1957,0.750684931506849,2.54577252505297
1,1957,0.835616438356164,2.42741168476473
1,1957,0.917808219178082,2.01217895187745
1,1957,1,1.40412299685049
1,1958,0.0849315068493151,0.741846256947334
1,1958,0.167123287671233,0.239889342812345
1,1958,0.252054794520548,0.00519465374157345
1,1958,0.334246575342466,0
1,1958,0.419178082191781,0.000865072395445274
1,1958,0.501369863013699,0.755431701409825
1,1958,0.583561643835616,2.19693197728808
1,1958,0.668493150684932,2.91958648417597
1,1958,0.750684931506849,2.91958648417597
1,1958,0.835616438356164,2.78384587649773
1,1958,0.917808219178082,2.3076415562787
1,1958,1,1.61030040326955
1,1959,0.0849315068493151,0.850776840352186
1,1959,0.167123287671233,0.275114008058597
1,1959,0.252054794520548,0.00595742184528306
1,1959,0.334246575342466,0
1,1959,0.419178082191781,0.00328036023777801
1,1959,0.501369863013699,2.86460200176223
1,1959,0.583561643835616,8.3307805697457
1,1959,0.668493150684932,11.0710912333705
1,1959,0.750684931506849,11.0710912333705
1,1959,0.835616438356164,10.5563619524178
1,1959,0.917808219178082,8.750592024572
1,1959,1,6.10626976606319
1,1960,0.0849315068493151,3.2261513984355
1,1960,0.167123287671233,1.04323413582818
1,1960,0.252054794520548,0.0225905829891586
1,1960,0.334246575342466,0
1,1960,0.419178082191781,0.00126438346870534
1,1960,0.501369863013699,1.10413343441261
1,1960,0.583561643835616,3.2110196656124
1,1960,0.668493150684932,4.26724619290107
1,1960,0.750684931506849,4.26724619290107
1,1960,0.835616438356164,4.0688487162459
1,1960,0.917808219178082,3.37283197431635
1,1960,1,2.35360325940764
1,1961,0.0849315068493151,1.24348919022549
1,1961,0.167123287671233,0.402104616480696
1,1961,0.252054794520548,0.00870732407708241
1,1961,0.334246575342466,0
1,1961,0.419178082191781,0.000430452312503591
1,1961,0.501369863013699,0.375896080515903
1,1961,0.583561643835616,1.0931737679018
1,1961,0.668493150684932,1.45276020860763
1,1961,0.750684931506849,1.45276020860763
1,1961,0.835616438356164,1.38521689225239
1,1961,0.917808219178082,1.14826186751487
1,1961,1,0.801271126049582
1,1962,0.0849315068493151,0.423338971723396
1,1962,0.167123287671233,0.136894277975428
1,1962,0.252054794520548,0.00296436000427635
1,1962,0.334246575342466,0
1,1962,0.419178082191781,0.00166524059447441
1,1962,0.501369863013699,1.45418527069402
1,1962,0.583561643835616,4.2290336983831
1,1962,0.668493150684932,5.6201237701339
1,1962,0.750684931506849,5.6201237701339
1,1962,0.835616438356164,5.35882682965288
1,1962,0.917808219178082,4.44214659633593
1,1962,1,3.09978403534969
1,1963,0.0849315068493151,1.63772204367231
1,1963,0.167123287671233,0.529586907107266
1,1963,0.252054794520548,0.0114678733796235
1,1963,0.334246575342466,0
1,1963,0.419178082191781,0.000698438310657578
1,1963,0.501369863013699,0.609917093792223
1,1963,0.583561643835616,1.77374918784329
1,1963,0.668493150684932,2.35720277581735
1,1963,0.750684931506849,2.35720277581735
1,1963,0.835616438356164,2.2476091265302
1,1963,0.917808219178082,1.86313339629906
1,1963,1,1.30011719161596
1,1964,0.0849315068493151,0.686896428843178
1,1964,0.167123287671233,0.222120326620499
1,1964,0.252054794520548,0.00480987680499542
1,1964,0.334246575342466,0
1,1964,0.419178082191781,0.000266185167182422
1,1964,0.501369863013699,0.232448422575283
1,1964,0.583561643835616,0.676002041842787
1,1964,0.668493150684932,0.898364831065845
1,1964,0.750684931506849,0.898364831065845
1,1964,0.835616438356164,0.856597070889336
1,1964,0.917808219178082,0.710067685305082
1,1964,1,0.495493885037906
1,1965,0.0849315068493151,0.26178638536664
1,1965,0.167123287671233,0.0846533407086812
1,1965,0.252054794520548,0.00183311516840928
1,1965,0.334246575342466,0
1,1965,0.419178082191781,0.00270025401962791
1,1965,0.501369863013699,2.35801939701967
1,1965,0.583561643835616,6.85754675996539
1,1965,0.668493150684932,9.11325477619661
1,1965,0.750684931506849,9.11325477619661
1,1965,0.835616438356164,8.68955136889826
1,1965,0.917808219178082,7.20311782113287
1,1965,1,5.02642340644671
1,1966,0.0849315068493151,2.65563159229562
1,1966,0.167123287671233,0.858746285313838
1,1966,0.252054794520548,0.0185956139266986
1,1966,0.334246575342466,0
1,1966,0.419178082191781,0.000166821895707257
1,1966,0.501369863013699,0.145678615073226
1,1966,0.583561643835616,0.423659752779935
1,1966,0.668493150684932,0.563017563080168
1,1966,0.750684931506849,0.563017563080168
1,1966,0.835616438356164,0.53684113482218
1,1966,0.917808219178082,0.445009158838211
1,1966,1,0.310532814763226
1,1967,0.0849315068493151,0.164065118802373
1,1967,0.167123287671233,0.0530534098667355
1,1967,0.252054794520548,0.00114883842206802
1,1967,0.334246575342466,0
1,1967,0.419178082191781,0.000681114927229269
1,1967,0.501369863013699,0.594789304388324
1,1967,0.583561643835616,1.7297548410015
1,1967,0.668493150684932,2.29873701458883
1,1967,0.750684931506849,2.29873701458883
1,1967,0.835616438356164,2.19186161941079
1,1967,0.917808219178082,1.8169220506302
1,1967,1,1.26787035138909
1,1968,0.0849315068493151,0.669859319007117
1,1968,0.167123287671233,0.21661107043201
1,1968,0.252054794520548,0.00469057730657957
1,1968,0.334246575342466,0
1,1968,0.419178082191781,0.00019862700113768
1,1968,0.501369863013699,0.17345268928404
1,1968,0.583561643835616,0.504431782414692
1,1968,0.668493150684932,0.670358586133689
1,1968,0.750684931506849,0.670358586133689
1,1968,0.835616438356164,0.639191541643895
1,1968,0.917808219178082,0.529851518136119
1,1968,1,0.369736847131267
1,1969,0.0849315068493151,0.195344636271238
1,1969,0.167123287671233,0.063168204972625
1,1969,0.252054794520548,0.00136786798639159
1,1969,0.334246575342466,0
1,1969,0.419178082191781,0.00109607683951834
1,1969,0.501369863013699,0.95715826341568
1,1969,0.583561643835616,2.78358929377608
1,1969,0.668493150684932,3.69921771070835
1,1969,0.750684931506849,3.69921771070835
1,1969,0.835616438356164,3.52722963544248
1,1969,0.917808219178082,2.92386218432645
1,1969,1,2.040306667955
1,1970,0.0849315068493151,1.07796387356532
1,1970,0.167123287671233,0.348579025348366
1,1970,0.252054794520548,0.00754826086491213
1,1970,0.334246575342466,0
1,1970,0.419178082191781,0.000618732601423111
1,1970,0.501369863013699,0.540313416855939
1,1970,0.583561643835616,1.57132911027337
1,1970,0.668493150684932,2.08819903391338
1,1970,0.750684931506849,2.08819903391338
1,1970,0.835616438356164,1.99111220077697
1,1970,0.917808219178082,1.65051280191812
1,1970,1,1.15174794945897
1,1971,0.0849315068493151,0.608507877991749
1,1971,0.167123287671233,0.196771977455618
1,1971,0.252054794520548,0.00426097415142874
1,1971,0.334246575342466,0
1,1971,0.419178082191781,0.00039109875073576
1,1971,0.501369863013699,0.341530253702637
1,1971,0.583561643835616,0.993231729844474
1,1971,0.668493150684932,1.31994343206212
1,1971,0.750684931506849,1.31994343206212
1,1971,0.835616438356164,1.25857517853029
1,1971,0.917808219178082,1.04328346917367
1,1971,1,0.728015920221157
1,1972,0.0849315068493151,0.384635738197829
1,1972,0.167123287671233,0.12437889063174
1,1972,0.252054794520548,0.00269334711587561
1,1972,0.334246575342466,0
1,1972,0.419178082191781,0.00117250845991452
1,1972,0.501369863013699,1.02390281490224
1,1972,0.583561643835616,2.97769451757979
1,1972,0.668493150684932,3.95717152711408
1,1972,0.750684931506849,3.95717152711408
1,1972,0.835616438356164,3.77319038091792
1,1972,0.917808219178082,3.12774891608276
1,1972,1,2.1825813143251
1,1973,0.0849315068493151,1.15313244078124
1,1973,0.167123287671233,0.372886134834599
1,1973,0.252054794520548,0.00807461612421296
1,1973,0.334246575342466,0
1,1973,0.419178082191781,0.000377016602071226
1,1973,0.501369863013699,0.329232899653234
1,1973,0.583561643835616,0.957468800784513
1,1973,0.668493150684932,1.27241671507796
1,1973,0.750684931506849,1.27241671507796
1,1973,0.835616438356164,1.21325812564732
1,1973,0.917808219178082,1.00571834557122
1,1973,1,0.701802519131496
1,1974,0.0849315068493151,0.37078630084523
1,1974,0.167123287671233,0.119900425729178
1,1974,0.252054794520548,0.00259636875831348
1,1974,0.334246575342466,0
1,1974,0.419178082191781,0.000591967479117019
1,1974,0.501369863013699,0.516940550043184
1,1974,0.583561643835616,1.50335658753438
1,1974,0.668493150684932,1.99786776251503
1,1974,0.750684931506849,1.99786776251503
1,1974,0.835616438356164,1.90498070963463
1,1974,0.917808219178082,1.57911495265415
1,1974,1,1.10192566005292
1,1975,0.0849315068493151,0.58218505656419
1,1975,0.167123287671233,0.188260019251221
1,1975,0.252054794520548,0.00407665301812532
1,1975,0.334246575342466,0
1,1975,0.419178082191781,0.000749470003963409
1,1975,0.501369863013699,0.654480946601334
1,1975,0.583561643835616,1.90334892940137
1,1975,0.668493150684932,2.52943280283564
1,1975,0.750684931506849,2.52943280283564
1,1975,0.835616438356164,2.41183164678183
1,1975,0.917808219178082,1.9992640332028
1,1975,1,1.39511080919361
1,1976,0.0849315068493151,0.737084809627435
1,1976,0.167123287671233,0.238349643100027
1,1976,0.252054794520548,0.00516131250691197
1,1976,0.334246575342466,0
1,1976,0.419178082191781,0.000731681005277286
1,1976,0.501369863013699,0.638946554780961
1,1976,0.583561643835616,1.8581721092147
1,1976,0.668493150684932,2.46939560779337
1,1976,0.750684931506849,2.46939560779337
1,1976,0.835616438356164,2.35458576666806
1,1976,0.917808219178082,1.95181062603269
1,1976,1,1.36199724331306
1,1977,0.0849315068493151,0.719589778951513
1,1977,0.167123287671233,0.232692309963914
1,1977,0.252054794520548,0.00503880649477195
1,1977,0.334246575342466,0
1,1977,0.419178082191781,0.000425941552489892
1,1977,0.501369863013699,0.371957021623559
1,1977,0.583561643835616,1.08171827242171
1,1977,0.668493150684932,1.437536564854
1,1977,0.750684931506849,1.437536564854
1,1977,0.835616438356164,1.37070104279271
1,1977,0.917808219178082,1.13622909741052
1,1977,1,0.792874512416601
1,1978,0.0849315068493151,0.418902753237813
1,1978,0.167123287671233,0.135459746861855
1,1978,0.252054794520548,0.00293329612987008
1,1978,0.334246575342466,0
1,1978,0.419178082191781,0.000744044257946435
1,1978,0.501369863013699,0.64974286853226
1,1978,0.583561643835616,1.88956974168472
1,1978,0.668493150684932,2.51112111606684
1,1978,0.750684931506849,2.51112111606684
1,1978,0.835616438356164,2.39437132697992
1,1978,0.917808219178082,1.98479047347704
1,1978,1,1.38501098281471
1,1979,0.0849315068493151,0.731748725529527
1,1979,0.167123287671233,0.236624124240221
1,1979,0.252054794520548,0.00512394747478441
1,1979,0.334246575342466,0
1,1979,0.419178082191781,0.000424000514462026
1,1979,0.501369863013699,0.370261993938462
1,1979,0.583561643835616,1.07678882543554
1,1979,0.668493150684932,1.43098563521936
1,1979,0.750684931506849,1.43098563521936
1,1979,0.835616438356164,1.36445468614274
1,1979,0.917808219178082,1.13105124173161
1,1979,1,0.789261341616686
1,1980,0.0849315068493151,0.416993791387861
1,1980,0.167123287671233,0.134842449680195
1,1980,0.252054794520548,0.00291992894533082
1,1980,0.334246575342466,0
1,1980,0.419178082191781,0.000741713047337744
1,1980,0.501369863013699,0.647707119379079
1,1980,0.583561643835616,1.88364941506351
1,1980,0.668493150684932,2.50325336878842
1,1980,0.750684931506849,2.50325336878842
1,1980,0.835616438356164,2.38686937561212
1,1980,0.917808219178082,1.97857180495244
1,1980,1,1.38067152012576
1,1981,0.0849315068493151,0.729456038806081
1,1981,0.167123287671233,0.23588274271243
1,1981,0.252054794520548,0.00510789332130629
1,1981,0.334246575342466,0
1,1981,0.419178082191781,0.000188717401072633
1,1981,0.501369863013699,0.164799048182041
1,1981,0.583561643835616,0.479265429425433
1,1981,0.668493150684932,0.636914062223513
1,1981,0.750684931506849,0.636914062223513
1,1981,0.835616438356164,0.607301957114238
1,1981,0.917808219178082,0.50341696186475
1,1981,1,0.351290491583449
1,1982,0.0849315068493151,0.18559879502502
1,1982,0.167123287671233,0.0600167117490437
1,1982,0.252054794520548,0.001299624370925
1,1982,0.334246575342466,0
1,1982,0.419178082191781,0.000260398078701683
1,1982,0.501369863013699,0.22739479917887
1,1982,0.583561643835616,0.661305191260489
1,1982,0.668493150684932,0.878833627203539
1,1982,0.750684931506849,0.878833627203539
1,1982,0.835616438356164,0.837973933116295
1,1982,0.917808219178082,0.694630219101875
1,1982,1,0.484721432971055
1,1983,0.0849315068493151,0.256094930086823
1,1983,0.167123287671233,0.0828129061793765
1,1983,0.252054794520548,0.00179326170930313
1,1983,0.334246575342466,0
1,1983,0.419178082191781,0.000444729810347947
1,1983,0.501369863013699,0.388364024869722
1,1983,0.583561643835616,1.12943280441143
1,1983,0.668493150684932,1.50094622165545
1,1983,0.750684931506849,1.50094622165545
1,1983,0.835616438356164,1.43116258848543
1,1983,0.917808219178082,1.18634809881619
1,1983,1,0.827848162442719
1,1984,0.0849315068493151,0.437380530057833
1,1984,0.167123287671233,0.141434868656266
1,1984,0.252054794520548,0.00306268365672646
1,1984,0.334246575342466,0
1,1984,0.419178082191781,0.00116059780163956
1,1984,0.501369863013699,1.01350173298939
1,1984,0.583561643835616,2.94744629075786
1,1984,0.668493150684932,3.91697350773407
1,1984,0.750684931506849,3.91697350773407
1,1984,0.835616438356164,3.73486129181544
1,1984,0.917808219178082,3.09597639606866
1,1984,1,2.16041006261905
1,1985,0.0849315068493151,1.14141860935275
1,1985,0.167123287671233,0.369098256555401
1,1985,0.252054794520548,0.00799259198823018
1,1985,0.334246575342466,0
1,1985,0.419178082191781,0.000743815888227127
1,1985,0.501369863013699,0.649543442765682
1,1985,0.583561643835616,1.88898977549734
1,1985,0.668493150684932,2.51035037693634
1,1985,0.750684931506849,2.51035037693634
1,1985,0.835616438356164,2.39363642189595
1,1985,0.917808219178082,1.98418128116291
1,1985,1,1.38458588099314
1,1986,0.0849315068493151,0.73152412968154
1,1986,0.167123287671233,0.236551497129324
1,1986,0.252054794520548,0.00512237478010386
1,1986,0.334246575342466,0
1,1986,0.419178082191781,0.00163186892944001
1,1986,0.501369863013699,1.42504318521245
1,1986,0.583561643835616,4.14428324462288
1,1986,0.668493150684932,5.50749566790582
1,1986,0.750684931506849,5.50749566790582
1,1986,0.835616438356164,5.25143515632354
1,1986,0.917808219178082,4.35312532893557
1,1986,1,3.03766390997565
1,1987,0.0849315068493151,1.60490185442023
1,1987,0.167123287671233,0.518973908043207
1,1987,0.252054794520548,0.0112380555200592
1,1987,0.334246575342466,0
1,1987,0.419178082191781,0.000684030180832052
1,1987,0.501369863013699,0.597335073968751
1,1987,0.583561643835616,1.73715839924192
1,1987,0.668493150684932,2.30857588479373
1,1987,0.750684931506849,2.30857588479373
1,1987,0.835616438356164,2.20124305010235
1,1987,0.917808219178082,1.82469869498539
1,1987,1,1.27329698860109
1,1988,0.0849315068493151,0.672726397256359
1,1988,0.167123287671233,0.21753819180057
1,1988,0.252054794520548,0.00471065354018637
1,1988,0.334246575342466,0
1,1988,0.419178082191781,0.00167855827152843
1,1988,0.501369863013699,1.46581504351849
1,1988,0.583561643835616,4.26285518053559
1,1988,0.668493150684932,5.66507042446277
1,1988,0.750684931506849,5.66507042446277
1,1988,0.835616438356164,5.40168377497509
1,1988,0.917808219178082,4.47767243806289
1,1988,1,3.12457440069207
1,1989,0.0849315068493151,1.65081964251433
1,1989,0.167123287671233,0.533822251491911
1,1989,0.252054794520548,0.0115595871143673
1,1989,0.334246575342466,0
1,1989,0.419178082191781,0.00151422335528931
1,1989,0.501369863013699,1.3223082040572
1,1989,0.583561643835616,3.84551134391387
1,1989,0.668493150684932,5.11044632264647
1,1989,0.750684931506849,5.11044632264647
1,1989,0.835616438356164,4.87284586343663
1,1989,0.917808219178082,4.03929747215525
1,1989,1,2.81867100661266
1,1990,0.0849315068493151,1.48920040517236
1,1990,0.167123287671233,0.481559761429163
1,1990,0.252054794520548,0.0104278755661775
1,1990,0.334246575342466,0
1,1990,0.419178082191781,0.000713793227411584
1,1990,0.501369863013699,0.623325903216219
1,1990,0.583561643835616,1.81274443009479
1,1990,0.668493150684932,2.40902503677109
1,1990,0.750684931506849,2.40902503677109
1,1990,0.835616438356164,2.29702201025492
1,1990,0.917808219178082,1.9040937184424
1,1990,1,1.32869980362778
1,1991,0.0849315068493151,0.701997601448646
1,1991,0.167123287671233,0.227003562652353
1,1991,0.252054794520548,0.00491562022830248
1,1991,0.334246575342466,0
1,1991,0.419178082191781,0.000323297176348137
1,1991,0.501369863013699,0.282321962041055
1,1991,0.583561643835616,0.82104331224276
1,1991,0.668493150684932,1.09111569321598
1,1991,0.750684931506849,1.09111569321598
1,1991,0.835616438356164,1.0403863491643
1,1991,0.917808219178082,0.862417993102775
1,1991,1,0.60180578664904
1,1992,0.0849315068493151,0.317954603148184
1,1992,0.167123287671233,0.102816345137659
1,1992,0.252054794520548,0.0022264236739439
1,1992,0.334246575342466,0
1,1992,0.419178082191781,0.000470582713395906
1,1992,0.501369863013699,0.410940288589073
1,1992,0.583561643835616,1.19508866132102
1,1992,0.668493150684932,1.58819878769841
1,1992,0.750684931506849,1.58819878769841
1,1992,0.835616438356164,1.51435851280863
1,1992,0.917808219178082,1.25531253894632
1,1992,1,0.875972389297037
1,1993,0.0849315068493151,0.462806206896998
1,1993,0.167123287671233,0.149656719006505
1,1993,0.252054794520548,0.00324072268582139
1,1993,0.334246575342466,0
1,1993,0.419178082191781,0.000439300626399278
1,1993,0.501369863013699,0.383622944598054
1,1993,0.583561643835616,1.11564488574681
1,1993,0.668493150684932,1.48262293199773
1,1993,0.750684931506849,1.48262293199773
1,1993,0.835616438356164,1.41369120524881
1,1993,0.917808219178082,1.17186536816544
1,1993,1,0.817741936480593
1,1994,0.0849315068493151,0.43204106484098
1,1994,0.167123287671233,0.139708256450779
1,1994,0.252054794520548,0.00302529494888171
1,1994,0.334246575342466,0
1,1994,0.419178082191781,0.000689296768046151
1,1994,0.501369863013699,0.601934165282631
1,1994,0.583561643835616,1.75053338834428
1,1994,0.668493150684932,2.32635041664676
1,1994,0.750684931506849,2.32635041664676
1,1994,0.835616438356164,2.21819118898227
1,1994,0.917808219178082,1.83874768739228
1,1994,1,1.28310054673029
1,1995,0.0849315068493151,0.677905952693617
1,1995,0.167123287671233,0.219213094299933
1,1995,0.252054794520548,0.00474692250667352
1,1995,0.334246575342466,0
1,1995,0.419178082191781,0.000218441963356502
1,1995,0.501369863013699,0.190756270696588
1,1995,0.583561643835616,0.554753725822534
1,1995,0.668493150684932,0.737233331164422
1,1995,0.750684931506849,0.737233331164422
1,1995,0.835616438356164,0.702957072894526
1,1995,0.917808219178082,0.582709325751987
1,1995,1,0.40662166951115
1,1996,0.0849315068493151,0.214832150885029
1,1996,0.167123287671233,0.0694698436611924
1,1996,0.252054794520548,0.00150432603245501
1,1996,0.334246575342466,0
1,1996,0.419178082191781,0.00068257612870439
1,1996,0.501369863013699,0.596065310792256
1,1996,0.583561643835616,1.73346569833882
1,1996,0.668493150684932,2.30366851407937
1,1996,0.750684931506849,2.30366851407937
1,1996,0.835616438356164,2.19656383823394
1,1996,0.917808219178082,1.82081990850179
1,1996,1,1.27059032411858
1,1997,0.0849315068493151,0.671296373733018
1,1997,0.167123287671233,0.217075767949256
1,1997,0.252054794520548,0.00470064004079011
1,1997,0.334246575342466,0
1,1997,0.419178082191781,0.00046945540100434
1,1997,0.501369863013699,0.409955853618699
1,1997,0.583561643835616,1.19222574643151
1,1997,0.668493150684932,1.58439415118568
1,1997,0.750684931506849,1.58439415118568
1,1997,0.835616438356164,1.5107307656174
1,1997,0.917808219178082,1.25230535372647
1,1997,1,0.873873938799359
1,1998,0.0849315068493151,0.461697523647323
1,1998,0.167123287671233,0.149298206317844
1,1998,0.252054794520548,0.00323295931768788
1,1998,0.334246575342466,0
1,1998,0.419178082191781,0.000249347010120759
1,1998,0.501369863013699,0.217744361152596
1,1998,0.583561643835616,0.633239972584612
1,1998,0.668493150684932,0.841536690398659
1,1998,0.750684931506849,0.841536690398659
1,1998,0.835616438356164,0.802411046285229
1,1998,0.917808219178082,0.665150715151803
1,1998,1,0.464150275821529
1,1999,0.0849315068493151,0.245226483400399
1,1999,0.167123287671233,0.0792983982761813
1,1999,0.252054794520548,0.00171715723790356
1,1999,0.334246575342466,0
1,1999,0.419178082191781,0.000492877402164638
1,1999,0.501369863013699,0.43040931194208
1,1999,0.583561643835616,1.25170810142522
1,1999,0.668493150684932,1.6634425156694
1,1999,0.750684931506849,1.6634425156694
1,1999,0.835616438356164,1.58610392709236
1,1999,0.917808219178082,1.31478519182244
1,1999,1,0.917473131320575
1,2000,0.0849315068493151,0.484732469909395
1,2000,0.167123287671233,0.156746970895109
1,2000,0.252054794520548,0.00339425765769651
1,2000,0.334246575342466,0
1,2000,0.419178082191781,0.000264291165677539
1,2000,0.501369863013699,0.230794469927113
1,2000,0.583561643835616,0.671192048490768
1,2000,0.668493150684932,0.891972647910103
1,2000,0.750684931506849,0.891972647910103
1,2000,0.835616438356164,0.850502080103354
1,2000,0.917808219178082,0.7050153028648
1,2000,1,0.491968270993159
